Colonia,Alcaldía,lat,lon,hospital_dist(km),pharmacy_dist(km),clinic_dist(km),dentist_dist(km),doctors_dist(km),convenience_dist(km),supermarket_dist(km),butcher_dist(km),marketplace_dist(km),greengrocer_dist(km),mall_dist(km),school_dist(km),university_dist(km),kindergarten_dist(km),bank_dist(km),atm_dist(km),target
POPOTLA II,MIGUEL HIDALGO,19.452766627,-99.178960746,0.3004877962191473,1.2502788880974025,0.5827113242841159,0.4750012808813225,1.709454255855197,1.3469456706153122,0.9663899555486792,3.0693142843004897,1.2732232959374647,1.4003322216340657,2.3548799031824754,1.411804339982134,2.79377527823672,1.8544102236757984,1.094496414265692,2.147558207527222,32155.133333333
POPOTLA I,MIGUEL HIDALGO,19.456197927,-99.177810132,0.3645611576662207,1.0316075148195822,0.9652906651650128,0.138186242667467,1.462283657364724,0.9550345319237786,0.930174688934136,2.7827034691494226,1.2226515167390009,1.053565499538613,2.7546060547609,1.217925412641562,2.9690719049121705,1.9013165807586696,1.1468911473965655,1.756308888004215,24871.0
POPO (AMPL),MIGUEL HIDALGO,19.444861842,-99.196943426,0.818977955800297,0.5542352356176096,0.5775169172382421,2.495293397374426,0.817535606274345,0.5323230511404717,0.6330761755152141,1.569802463166491,0.5876200163962987,1.55961817109575,1.3059124925269774,0.9067832197645352,4.131205151545284,1.8992019908519595,0.554649083839512,0.6240301440675151,42308.0
POPO,MIGUEL HIDALGO,19.445741167,-99.199616692,0.5520088185198713,0.8438514432252787,0.7805447496043508,2.6955686966274506,0.9704515219307144,0.3260580076362582,0.4844371781238403,1.696678930335168,0.8777240299050529,1.6848618108121924,1.1683074650407217,1.1612859521998955,4.426302911466361,2.007591531180166,0.8006646438039458,0.6284806974509635,44173.0
PLUTARCO ELIAS CALLES (U HAB),IZTAPALAPA,19.353695367,-99.065102047,4.47906329506397,0.2845001260266974,1.7592889815852604,0.8014078248783648,1.3003774614846668,0.7765007306144243,0.6707170659038657,0.2914491491162305,0.4119552596227602,3.454090016534489,1.120401300593607,0.9820169666087448,1.332445063139744,2.820694803448351,0.7651837263272744,6.399458818775573,19629.666666667
PLAZUELA DEL PEDREGAL,LA MAGDALENA CONTRERAS,19.303368302,-99.232512003,1.8638362238953143,1.1526958963934344,0.784988960466936,0.7642761928655094,5.187197498857902,1.3765306351913082,0.5834547171497648,1.638428909584895,4.906282909356065,1.6406373689079652,0.388215263133863,1.1807055403956832,1.3531490773940085,1.870520436605908,1.4617219405559485,4.030750875075363,7210.0
PLANETARIO LINDAVISTA,GUSTAVO A. MADERO,19.495332627,-99.141485166,1.5139936630530697,0.7036426514347153,0.2873737691346976,1.2600163646222136,1.567493568383293,0.479895448035,1.0133818872331994,1.8333656346687643,1.373477056289061,2.256656116969579,6.02979418116815,0.3408968531650719,6.6349375048585815,1.6169921541603978,0.8219198686044568,0.9569971044115968,40476.0
PIEDAD NARVARTE,BENITO JUAREZ,19.402712069,-99.157343923,0.6043682884624234,0.1819065406623212,0.4651704101746484,0.403714942515619,0.5549582230532505,0.3081691441736658,0.3387387459986023,0.8832005706043511,0.4858051069426724,0.6839213073061321,0.9802727726288442,0.3241394555142132,1.4653934505704065,0.8617841030727962,0.3005270702679653,1.2536633532785135,47285.071428571
PETROLERA,AZCAPOTZALCO,19.486174344,-99.200104231,1.2739349252355117,0.7151126339270868,2.53439807167868,1.3640191121536938,2.186256636459857,0.7205482811787448,1.6555817094983971,2.7070375666328546,1.576547059707336,3.083185374968365,4.276672405378211,0.5866606910763117,4.767161757807556,1.476997901227749,1.4170028359438045,1.7198865559147696,29793.5
PERIODISTA FRANCISCO ZARCO,BENITO JUAREZ,19.382179241,-99.145750079,1.4118345625628996,0.6700151973067928,0.947760672679592,1.0053726392875368,0.9644789335898556,0.1922477354788774,0.5044593274722963,1.2047943512298291,0.7391772167703153,1.2831931489795765,3.398915201287213,0.5211533915956594,0.4467108088778105,1.6715303513247484,0.2508566190232151,1.1753265526833847,35474.714285714
PEON DE LOS BAOS,VENUSTIANO CARRANZA,19.433833126,-99.072084293,2.225319950720042,2.0532893262610328,2.420695921394778,2.24964373194167,2.005539125164178,0.9585550114788332,1.255373366013668,2.3748737938056848,2.3476216324531904,2.1951253683336684,2.359527806166652,1.4178439331734636,4.662547251619142,4.360287964165511,1.9213480306823092,1.415529280765039,25180.5
PENSIL SAN JUANICO,MIGUEL HIDALGO,19.451709023,-99.189642838,0.974288733277144,0.5966050605405521,0.8182402034491664,1.4713743247616942,1.7340391965757993,0.3603929737482276,0.7437213176708526,2.442704839362225,0.8294640326077075,1.7657939401181733,1.984836581259382,0.8233421729981936,3.667921990933068,2.727048972287415,0.7848352464466035,1.6934338377201343,29310.0
PENSIL NORTE,MIGUEL HIDALGO,19.450483928,-99.196981032,0.6625285017291488,0.8631330023215574,0.3238418705392371,2.244148455348145,1.44225778174068,0.4194503675480322,0.5501341949747721,2.1949069532563064,1.0739586864893296,2.1845877646243608,1.7537035452727212,0.61287033190778,4.316282119308884,2.5239856454062557,0.2667029674153344,1.1993869435608566,23165.833333333
PENSADOR MEXICANO II,VENUSTIANO CARRANZA,19.442073014,-99.088287052,1.4652521632132118,1.2660417508653763,2.701442191860601,2.535007278532486,2.087591712819508,0.9062032725152592,0.6280583111041925,2.673159217668187,2.4206172321067743,2.731031464549691,0.5574405455179446,0.4594231756276856,5.127444254302049,4.40767078006259,0.5100317942421962,2.4284135990391964,28786.333333333
PEMEX LINDAVISTA (U HAB),GUSTAVO A. MADERO,19.506422292,-99.133830946,1.008846214936588,0.5663436015785186,0.7501405217562032,0.3464833812146587,1.08872252962996,0.4799268086835301,0.9233732404968132,0.9405121386261942,2.844572130965829,0.959651644490418,7.127512876806827,0.9856179320336932,5.294815795187705,0.7611631399317028,0.4746690551892603,1.3510940988659377,30000.0
PEDREGAL DE STO DOMINGO VI,COYOACAN,19.324678669,-99.164713506,1.3653196534858218,0.7760972014983526,2.549254680521199,1.5517636814086546,0.2149357502896622,0.6845770983480289,1.1193233222859549,1.1747593915004442,1.6199712965302355,1.0009613961941326,3.382641501499179,0.6131710516188019,1.189301573739313,2.5291554066654416,1.1265193443649462,1.3566504614504842,35000.0
PEDREGAL DE STO DOMINGO III,COYOACAN,19.331176668,-99.163627682,1.3829303138552975,0.4993039157247994,2.1286633957672545,1.160079668981067,0.745640067291214,0.4989219678457529,0.5591761990192116,1.5825370090767226,1.987021721648896,1.5752251399887505,2.753823192972015,0.8457268359931867,1.2362462020757892,2.053957765360263,0.5623663211134738,0.7049800961697488,21865.0
PEDREGAL DE STO DOMINGO II,COYOACAN,19.333534883,-99.161965698,1.4639979264692846,0.2846862199467943,1.83218804462758,0.9741174044884362,1.0584140463652394,0.1850690781917751,0.2534479797726278,1.3029502312209755,1.674053043881221,1.2956362382047002,2.4392162490805678,0.9740464319884128,1.4668032856687472,1.7953182423961114,0.254199339814155,0.405980902899442,35359.0
PEDREGAL DE STA URSULA XITLA,TLALPAN,19.273648424,-99.178193324,2.042554405719579,0.8122712635629754,1.626880393874691,1.834863445286277,1.3587432942520574,0.8595834778863017,0.7002045267681752,1.0103381837006904,4.261334164332819,1.5054248198098612,5.924773402829388,1.8515169276692276,1.717808971054556,1.1002596622448952,1.0465054492511772,2.346436799540278,16077.0
PEDREGAL DE SN NICOLAS 4A SECC II,TLALPAN,19.278694046,-99.23416777,0.9408349779816004,1.0057709644244066,1.8033314816298929,1.8417716281107,7.016546102701094,0.2096613390410691,0.8416665891588171,0.1126281897704558,7.331176946662177,3.470329745479716,2.976315211940979,0.724812730010335,3.868467820718526,3.609371709873727,3.8246511843731184,6.24869346802254,22952.0
PEDREGAL DE SN NICOLAS 4A SECC I,TLALPAN,19.27728732,-99.239615357,1.1361040349261686,0.7855920149027985,2.389112127565318,2.2338817484501226,7.598706207701598,0.7847142691797063,0.6975891403173985,0.6885858297762899,7.736379927349178,3.426402303633006,3.1591840128637965,0.5987897648638412,4.215211428831903,3.779200478011884,4.204217840591103,6.84134573829519,23864.0
PEDREGAL DE SN NICOLAS 3A SECC,TLALPAN,19.283228663,-99.239520275,0.5474344026428167,1.436336723406619,1.9215409452595265,1.6057946736133697,7.326690437829837,0.7151129568668261,0.0923330402766043,0.8598704020034338,7.16314138457096,2.79522817247401,2.5046787322493764,1.222515892021297,3.616092667306246,3.148153385916653,3.6268798062118495,6.387230159856739,29000.0
PEDREGAL DE SN NICOLAS 1A SECC,TLALPAN,19.294179728,-99.236700973,0.8058403969978394,1.8622956973737912,0.896085713149954,0.4124935984173883,6.263461199687751,1.2152555037821744,1.2299025592928494,1.7978967445151903,5.98646385950705,1.8535431457626097,1.2574881072821735,2.071723561955853,2.4213975162848667,2.184113826195535,2.473267833313192,5.136937364446282,21390.4
PEDREGAL DE SANTA URSULA IV,COYOACAN,19.313524884,-99.157288214,1.8576440604762408,0.3866508190490905,2.042102649303932,1.8989830644578545,1.625481996650611,0.4291831954503692,0.4903188365308122,0.428872854895321,1.455885027940384,0.4234996053030131,4.297751541354204,0.2440411885733596,1.7336873363755672,1.818557124582967,0.4617268195359535,1.1158982059959623,30000.0
PEDREGAL DE SANTA URSULA II,COYOACAN,19.30811917,-99.149645941,1.7231555820196178,0.8473806741125741,1.7982053417946793,1.693233303213029,1.178165156562401,0.5626728669617695,1.1420873685902628,1.4130232848999502,2.255511413084187,1.3048822544312209,4.794097241058756,0.8572329255009261,1.076160171303463,1.37295917355301,0.5822194385200845,1.1577779384396314,17592.5
PEDREGAL DE SAN ANGEL (AMPL),COYOACAN,19.307462861,-99.19604734,1.1483496628818162,1.876546687322356,2.417469991934283,2.301876736314709,2.273493290895729,2.147668997712047,0.7331073599187865,2.305382852016449,2.666945484974164,2.583512307406144,1.9382769965638,2.101999166907052,1.1175553549586923,2.6210270662312385,1.4575535724093476,2.44089406890948,49353.789473684
PEDREGAL 2 (CONJ HAB),LA MAGDALENA CONTRERAS,19.307471333,-99.229119772,1.6864275715790813,0.5771352163886614,1.1383289363140077,1.3025099016190511,4.608709072333411,1.0093783673537844,0.9375063187957108,1.9317948411445092,4.327629917085679,1.9363546797245443,0.7065772442692293,0.7904298392759703,0.7822082437811713,2.0892891144483583,0.9277220581813044,3.498602342536404,38850.0
PASTEROS,AZCAPOTZALCO,19.49402397,-99.196006747,0.8610727518727029,0.2821194208313164,1.9966911892557144,0.7201070152495211,1.362414277331851,1.5067832005872823,1.2218374983774454,2.2623952823296998,1.2904223373727028,3.5748877918768374,4.846008369400079,0.398421233664722,5.347232338607118,2.0936437333296567,1.5790104288207456,2.4308506287563443,29707.0
PASEOS DEL SUR,XOCHIMILCO,19.274616614,-99.122996905,1.836418105446341,0.280499528493787,2.5993686504688585,0.8316607382423402,2.195316706664562,0.1498926459167655,0.315527247300489,2.2606316769776265,2.4707108625274405,2.1370866242695628,8.918162611503021,0.4107937175812786,4.292140272178439,0.7540010389317539,0.8930542662009905,0.7449120278823872,24208.0
PASEOS DE TAXQUEA I,COYOACAN,19.348368583,-99.124475551,1.5084036857347385,0.5744451247561662,1.030689535009263,0.5532812105014869,1.3040420175883125,0.566620370425976,1.7583224044843917,0.6467752517580536,1.3525258855209907,0.5589447615755637,2.5089303571553505,0.8722783632008758,1.631189913862766,1.0356611211647857,0.5557572832161098,2.706837310588689,29361.609756098
PASEOS DE CHURUBUSCO,IZTAPALAPA,19.382436145,-99.086542968,1.01165377362366,0.7439468422122187,3.638694860333649,2.033171331937948,1.6407496733223936,0.188955371657694,0.4458274125942685,2.018511607767818,1.63945368997097,1.0625031727860268,2.78835981713128,1.7322832021763297,1.59651327217392,2.4453479487844416,0.808401349553511,2.4965772542228937,46244.25
PARQUES DEL PEDREGAL,TLALPAN,19.299534,-99.193924452,1.1734445383342869,1.460004772256629,1.6934977431652056,1.862938662672276,2.209714565617415,1.4483287037963504,0.6598656405225858,1.817786437249222,2.7443646412357725,1.8358131795451305,2.659704058487093,2.560289926093097,1.4113384038009995,1.8667254065891945,0.9146416726849368,1.8444089764434533,47048.884615385
PARQUE SAN ANDRES,COYOACAN,19.345122632,-99.148629478,0.2657836601521421,0.1162322952315293,1.010447728375178,0.9491333363365916,0.1400870502367984,0.2424237447125226,0.3437879388688257,0.3852904917659414,0.3109602586083751,0.6498159169036661,0.6785995870613635,0.3462407279448088,0.941780561186244,0.7702953008293298,0.3117820033572415,0.8046105498402145,52237.75
PARQUE RESIDENCIAL SAN ANTONIO (U HAB),ALVARO OBREGON,19.386733545,-99.192328782,0.7644444334132083,0.9234716494938218,2.214094342247971,0.9436386114143256,1.9501060873509024,0.6224316731365408,0.3988892757051003,1.135407607273925,1.0843306087806317,0.8514229357039339,3.107248418561779,0.6115243290087983,3.0699254650867287,1.417703614253728,0.2926556153925184,0.969572466089802,29903.875
PANTITLAN V,IZTACALCO,19.405732506,-99.060579254,3.0926961141864435,0.4479010900017286,2.6510170195111304,3.086367176339859,2.71031701857354,0.6797034443840269,0.561932337682855,2.714827455399041,2.037390306584544,2.757049648846541,4.970881308896037,0.6326167915959254,3.4040873105880243,1.2838828057524736,0.548451003715324,2.6154881226356688,11072.0
PANTITLAN IV,IZTACALCO,19.40732202,-99.06559623,2.5482067964953807,0.5300591584969054,2.0980895890307907,2.540882856398128,2.1593237093971034,0.7829696504694941,0.8673530701067393,2.1611089624191124,2.1050587866222363,2.2056309463043924,4.715845815817717,0.4835379934742308,2.979558061787065,1.3561287935077877,0.5791417734547668,2.134363562642886,16785.666666667
PANTITLAN III,IZTACALCO,19.411215931,-99.072402452,1.7133645088642495,0.6930629134526192,1.2735977343034095,1.706179712598188,1.3294183224834029,0.5374520165348069,1.3654219222660129,1.3401129803096177,2.0400921415518662,1.3765650048289433,3.945261330426214,1.144376607767132,2.607776479240324,1.9330887747701275,0.424280389752562,1.385716044352045,20059.578947368
PANTITLAN II,IZTACALCO,19.417002278,-99.059339166,2.8517835548733657,1.62900667111629,2.5787091420622463,2.8568618002417856,2.593913371383428,0.1666240754042723,0.9255516730388186,2.6550685865466024,3.1624844246618022,2.6191397308041573,4.435208550549199,1.7024741121398492,4.088033001812608,2.514599100061122,0.403628062907747,2.06102403455908,14356.0
PANTITLAN I,IZTACALCO,19.417133443,-99.066185006,2.135521114020959,1.5823812912681123,1.8660130248716933,2.140085705115933,1.8779890987701349,0.1605254416739363,0.7173998408369614,1.9426518608160213,2.448757135908921,1.9011571788433093,3.8708465004763593,1.5741079480734073,3.531538074156958,2.448299271000845,0.8768254244726487,1.384603443404003,20209.0
PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.382751562,-99.255167109,0.0160913021860568,0.8985005245792604,2.108836021678618,3.774902624590219,3.9560810467537664,0.9532859880296704,0.5971923336824861,0.9875075531205852,1.9740240635502788,0.9871442162918452,0.553507065804267,2.3825852012073554,1.819969559775948,3.6738686993770457,0.5829838228861819,0.6456047278090803,47427.1
PALMITAS (POLANCO),MIGUEL HIDALGO,19.430333013,-99.204499029,0.9136195125779972,0.2482055680898017,0.576099244784843,2.670043189253826,1.140078118439623,0.137884449961802,0.3781540047996353,0.8281864837583717,1.8122451538585724,0.7810523598540002,0.8621070130563105,0.7031654811119498,4.872464654543852,0.7812296431660144,0.2412027762001283,0.6128507245984773,62016.5
PALMAS,ALVARO OBREGON,19.376428855,-99.21283918,1.6112434196192016,1.1400754118597651,0.7509855067344391,0.7362635145222238,3.582716697066664,1.428956128649071,1.2282304448277042,3.537086312004628,1.8763134020804055,2.3040612137924485,2.458112606796496,1.300573998674564,4.110956442153635,2.5722911758986835,2.3399970901536205,0.6856092985823736,47137.0
OXTOPULCO UNIVERSIDAD,COYOACAN,19.342056848,-99.183049818,1.4496162464768392,0.3286726779844087,2.736045940915211,2.5306265292584817,1.0404734123890669,0.1639767509486971,0.7870615571883126,2.311842268619158,2.0194333110708054,2.3099939151153905,1.0925926023441468,0.9800332039114804,0.7887071680851263,3.9287931146207415,0.4247295395230253,0.2179473397509783,52008.666666667
OLIVAR DE LOS PADRES,ALVARO OBREGON,19.336239782,-99.234155032,1.938734201933336,0.298069216720243,3.9814036418529977,0.4639629293939399,3.481610315652226,0.4219316269143984,0.7947672960015184,3.5001316762203984,2.800375619608921,0.510616460048995,0.9711941954154506,1.1367361958534012,2.847613249892818,2.6615713981225286,0.1897074144682345,1.333842985096528,39643.688311688
OLIMPICA,COYOACAN,19.304035948,-99.169444443,1.1333304975867462,0.5715919685447399,0.4276730969327431,0.6057415582473771,0.5988552948430712,0.190082907950817,0.3142401774461213,0.6164311430342487,0.830049684460524,1.199063847370221,4.630111873464704,1.452163737973045,1.580893536215,1.6184500610696064,0.3596523157427412,0.505873053052555,43247.2
OJO DE AGUA,TLAHUAC,19.289654192,-99.01290973,7.610310405636407,3.422064777014161,7.311694511642989,5.522548118842505,6.8205070028775845,1.0454163562677885,4.905293355212554,6.65778546459259,8.539808907772953,6.720744437490902,6.428302685725274,3.5254443889394733,7.13326888420998,7.81761137682659,2.507691750968474,12.191543668354448,22143.0
OCOTLA - OCOTLA CHICO,TLALPAN,19.209932173,-99.168103605,3.131610495732052,4.010407678118292,8.71616248578228,8.071722507414004,7.679763738457636,3.720070260874908,4.140971014030855,8.03234113509398,8.042877767085708,6.5211679541046665,12.698397619344052,2.9197128238460826,8.105296117396458,4.224854760555508,6.285065816146439,7.866688306378764,37500.0
OCOTILLOS,ALVARO OBREGON,19.340678342,-99.238725731,2.3641084631745604,0.4274065670498857,3.4583273062251902,0.3230016117452555,3.945550877372993,0.3518106507784372,0.4345290095616166,3.813609019751461,2.5155488822249774,0.1833967202001366,0.4837882023705119,0.7333108796006803,3.3776746019743977,2.322050870063033,0.305930032326562,1.81912399009351,33929.0
OCHO DE AGOSTO,ALVARO OBREGON,19.393310352,-99.189196928,0.2761190382123504,0.3521187878308406,1.4874172455821733,1.529907885426414,1.3779182513982762,0.4678844368398782,0.6329443328956411,0.9453002684834064,1.065846410973828,1.5337071538419975,3.892272673724879,0.3152437452031784,3.2488489868060384,1.020858837818835,0.5135092398814699,0.3537730761353286,40685.777777778
OBSERVATORIO,MIGUEL HIDALGO,19.405233265,-99.192526199,1.6087891495206894,0.7046278916975243,1.6384721092466346,0.5906168122064591,0.332362518701972,0.6292109837615684,0.7305153604162788,2.1701000126944257,0.4626016159872971,2.8753376067035914,3.1367462323820487,0.8589458989728406,3.633038136517979,1.8503750485380903,1.794261058916919,0.9613822795073808,50978.0
OBRERA I,CUAUHTEMOC,19.420070378,-99.138626124,0.3831932458415528,0.2030639389319382,0.9040895052747254,2.742962293890335,0.4741562302256848,0.3675417932082736,0.5269537225403794,1.406070658359272,0.2124986908538936,0.8976139722894774,2.0135125756902315,0.4383523087627562,2.238444015398392,1.9541640501901532,0.5077562050055462,1.2259063038341944,44358.0
NUEVO SAN RAFAEL (BARR),AZCAPOTZALCO,19.489293398,-99.18812555,0.6326507829019975,0.537715773697686,2.949627287807304,0.9307140148670514,1.1253778549299018,0.5887061007131053,1.2588964763695836,1.5845423813706312,0.5545658428185056,2.7823365989887696,5.2614212076911295,0.3791048335768941,6.055495557663588,1.2439992928861423,0.6011262514379236,1.9384730052132169,25439.0
NUEVA VALLEJO,GUSTAVO A. MADERO,19.490936793,-99.148575232,1.7097698714046583,1.2992306588569762,0.7178556855730447,2.13804029943838,2.222053750572695,0.4172645486891178,0.6531897436733889,1.646877138854022,0.6547809132901657,2.97024647034146,5.783579057078066,0.6405011227912137,6.125556130495655,1.8771038344906663,1.0205194885541369,1.5410350106672597,22198.0
NUEVA SANTA MARIA,AZCAPOTZALCO,19.461732429,-99.167023144,1.1270706220026263,0.9829571720425342,1.8009488012487491,1.1598758767711517,0.3750051380945146,0.3903635749033067,0.7954801390637339,2.3014370694416533,1.3215528328526132,1.4982825069775605,3.816277952135961,1.0407751809506445,2.9279248901741908,1.6548305011556397,0.4186651758654698,1.0771300201561915,22781.333333333
NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,TLALPAN,19.297492908,-99.128480269,0.3892219746722126,0.3231287919553391,0.5736050343128122,0.3960067483551357,0.4957913374558052,0.2935269858377569,0.2799438913443484,0.4441420745488037,2.261205290843161,3.807880350955079,6.321490994656919,0.5572122506366194,2.151818096719175,0.9724993741624256,0.3714539811769521,2.435929225318437,26699.866666667
NUEVA DIAZ ORDAZ,COYOACAN,19.325271468,-99.147239453,1.5860939005545964,0.6938341724753609,1.9976766229159728,1.018113966475516,1.9460056053950496,0.8083473994810749,0.4214986053972741,1.8816866084838728,1.512646993731533,1.5850361947087086,2.886201248770228,1.0654077197845722,1.525872943768677,1.4892161407551705,0.805737991910286,1.2415963215405854,16569.0
NUEVA ATZACOALCO II,GUSTAVO A. MADERO,19.498411515,-99.085901836,2.555276022317131,2.5462178071711308,1.8639263266800183,3.486402119496232,0.6330269751961363,1.395796379714784,0.4382565517198391,3.987255746207947,1.143152023456391,4.004365054903443,4.623390572629491,0.7757997643808662,3.5207576917719914,3.0468608143118803,2.1011216779628583,4.218132014797398,22500.0
NUEVA ARGENTINA (ARGENTINA PONIENTE),MIGUEL HIDALGO,19.461617355,-99.205030574,0.7034627637662461,0.5285381008878918,1.1761362885915418,2.534011248504616,2.824498253594925,1.107439886285211,0.5062570418636634,3.544192028834253,1.3703248701335218,2.5697296385423902,1.829436004326293,0.2900163670810069,4.785424048822936,2.6295611639296497,1.1702205573490485,1.7657890398692788,29299.428571429
NONOALCO-TLATELOLCO (U HAB) I,CUAUHTEMOC,19.455135752,-99.150049551,1.0127350210518962,0.4829479405162778,1.3642943199854587,1.8731599486898336,1.5266829750318984,0.5442749462293859,0.680329014505748,3.7660113564062736,1.0583431235945393,0.5883267637456409,2.6682521727001545,0.7173202301372554,2.238924558370479,0.6850907987788997,0.4682478020421763,0.4747446041395309,25000.0
NONOALCO,BENITO JUAREZ,19.381885889,-99.18869915,0.4295118000601154,0.2899455904682275,2.259933011504976,0.2846479103002228,1.327865488842527,0.0815414200597917,0.6119059180637638,1.0486393823491489,1.5522226995911403,0.2792125865767906,2.693914809095356,0.5507291968348732,2.486849302430516,1.4081312899279723,0.2030524552075296,1.266066942630495,44147.660714286
NIOS HEROES DE CHAPULTEPEC,BENITO JUAREZ,19.386534422,-99.143668881,1.4957669723256108,0.661877777382679,0.7288699404575611,0.6127810629800686,0.4620221896575786,0.3483896791312752,0.5108221806979942,1.2592623246952372,0.2745933851011773,1.2177165439557185,3.0228822634759007,0.3522088360798991,0.3536788673746132,1.4270316131276175,0.5645061303134272,0.9821537216566374,31947.0
NIO JESUS (BARR),TLALPAN,19.286348327,-99.160935948,0.7238070426377814,0.5690248798232743,0.5606997262564053,1.966403250460928,1.0087770527312117,0.2739582072914776,1.0518115412442657,1.9146244741769456,2.973936146779885,1.6376378689657445,6.306931741779187,0.7867567203151361,0.5822029103300341,1.3240361865280428,0.4459341908656517,1.7506793479459606,42128.333333333
NEXTITLA,MIGUEL HIDALGO,19.455959552,-99.173359869,0.6600163498483428,1.2739338845948285,1.2512763156079054,0.3324321076743144,1.027710530394108,0.7773775974302797,1.1166194063099426,2.796306397150647,1.5026470501883211,1.2947481800064409,2.9238525515954903,1.1956976836254147,2.651580715906173,1.5000948336917193,1.232695793822286,1.5450636728940594,25556.0
NEXTENGO (BARR),AZCAPOTZALCO,19.474355291,-99.188800266,0.6975033199866254,0.5959119028259662,2.6291019156919933,0.423752984317488,2.745512761335624,0.4518358067011301,0.16539738770825,1.6414214677331287,1.0097512212645714,1.3143434393115567,4.039158124398325,0.5799481160657098,5.25895880735298,0.4392730906684393,0.1725988377414407,0.4595546060589842,33607.444444444
NAVIDAD (GRANJAS DE NAVIDAD),CUAJIMALPA DE MORELOS,19.373847441,-99.286729566,1.7349829640217809,0.615295441134157,1.914070416090001,2.2419011430864293,1.040476399098654,1.1642371130476508,0.6376978170746878,2.9955846547922835,2.4204962117335422,2.991095194707784,1.469964218539444,0.195417715716747,2.016615752386162,0.6505635486464535,1.22139445837708,1.758711470543974,42216.4
NARVARTE V,BENITO JUAREZ,19.386218274,-99.15754329,0.8318860140886808,0.0854435792916871,1.0553272444524338,0.8041190244917302,1.5113745759945414,0.0840533875995745,0.1386887708634589,1.2873797030225185,0.4358939255372946,0.3787984295267412,2.8025772460662206,0.8905069633415501,1.106476398971017,1.6502321843983436,0.270771941934457,0.7282308980468261,43257.431818182
NARVARTE IV,BENITO JUAREZ,19.392817084,-99.151206565,0.7968430127100182,0.1842240012168691,0.603460111943236,0.3359184720437065,0.7989684792494145,0.0257300801873057,0.8785473836105896,0.7242925977277034,0.7319602744958873,0.3787405522826067,2.107732904923894,0.3750374930067803,0.875281055173809,0.8538292090759427,0.5348035790745383,0.1739919302043874,45631.5129683
NARVARTE III,BENITO JUAREZ,19.391829207,-99.15917425,1.052163877654094,0.2822620038258491,0.5839770194719687,0.8974390834138455,1.6036727628242426,0.206682995771617,0.2118989516980544,1.4773626013978831,0.2515525077796195,0.5124037030693243,2.204930287201271,0.6527569824296423,1.4313187931673972,1.026359686588435,0.3118367733472043,0.7207991214143004,41929.052631579
NARVARTE I,BENITO JUAREZ,19.400185814,-99.152630661,0.3085689357598135,0.1084112555830223,0.1392517169652889,0.1983617660563743,0.8345138278758131,0.1483784171317935,0.1862751798330717,0.6992435242228104,0.2461168250589917,0.1808134307269867,1.275588623386806,0.2760047351294795,1.6485402893764611,0.6014557836126498,0.2692478905872248,0.7317004558784799,40555.054054054
NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 7 (U HAB),TLALPAN,19.290584533,-99.122849528,0.8963448200533911,0.3372692721909773,1.274922463354652,0.1835520778776794,0.7989883836888406,0.1623568654799553,0.2391897376914828,0.8419667932682846,2.643026068473867,3.8385640889050094,7.2472606074811745,0.5161191521004258,3.120944922816768,0.2787493126176426,0.3255952845135059,2.429863249559577,26500.0
NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB),TLALPAN,19.292815607,-99.121713481,0.9233628894090276,0.1584721626402263,1.2970323985305476,0.3515692269932421,0.862692528176528,0.056020326395808,0.2974605163053663,0.8880255753135499,2.3697685818411087,4.107325266002871,7.063124463056742,0.2873174004379307,3.004847525388838,0.0923752439286159,0.3968009513905466,2.6962963712229957,27308.0
NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 1 (U HAB),TLALPAN,19.291891483,-99.128228668,0.3615155855567452,0.2311882981915375,0.7180642299276107,0.3998148179718619,0.23289500752769,0.2638323065998397,0.3526177901000107,0.2903583725172914,2.75285598649216,3.5038694700690822,6.920997289094973,0.6856802846018119,2.689267755515004,0.7629364817208152,0.2445489514430905,2.5390266677640305,23009.666666667
NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),TLALPAN,19.294646788,-99.120475953,1.0350920994675636,0.2513548296317419,1.389142392641127,0.580296386245586,1.003389110010787,0.1367190867148231,0.5030369747473733,1.015345004904342,2.1363939316802645,4.139513027321687,6.929892275970811,0.18608904692615,2.9485595273508904,0.2594595868586595,0.4895157920544904,2.923535826637909,30307.0
NAPOLES,BENITO JUAREZ,19.3932608,-99.177807694,0.019551340271952,0.0110023481268515,0.8577374157364315,1.0805979877604868,1.2549580047282218,0.0524879563414328,0.1153871470012971,0.6582028903944381,0.0774839207219296,1.7204687408198274,3.089021074806022,0.7986556862194578,2.526356372361975,0.0957912563154646,0.3390827226836259,0.8437966050003788,51939.506329114
MOSCO CHINAMPA,IZTACALCO,19.388895685,-99.10062735,0.59323563806616,0.4714110041600188,3.203435460267776,0.4670495442169511,1.146347593411536,0.6760261472128256,0.6430792606259769,0.4658660217336268,2.098760523720935,2.0122091885473594,4.306626547470019,0.4199837422574034,1.2553718931265767,2.7654967196428366,0.9923154917911496,1.4492619475267308,23919.0
