Colonia,Alcaldía,lat,lon,hospital_near,hospital_dist(km),pharmacy_near,pharmacy_dist(km),clinic_near,clinic_dist(km),dentist_near,dentist_dist(km),doctors_near,doctors_dist(km),convenience_near,convenience_dist(km),supermarket_near,supermarket_dist(km),butcher_near,butcher_dist(km),marketplace_near,marketplace_dist(km),greengrocer_near,greengrocer_dist(km),mall_near,mall_dist(km),school_near,school_dist(km),university_near,university_dist(km),kindergarten_near,kindergarten_dist(km),bank_near,bank_dist(km),atm_near,atm_dist(km),target
SAN ANGEL,ALVARO OBREGON,19.345168527,-99.194192754,0,0.798716541406643,0,0.5579290600350711,32,3.804704153716231,64,3.3636575203761385,78,0.9695600312853921,582,0.28922933804255224,233,0.48539982258736686,20,3.4537502660787998,75,1.1774750873269244,23,3.45298779073731,0,0.6714431495804014,275,0.9293691137296933,18,1.129604358942872,12,4.089038433299861,430,0.2624580080399209,68,0.733596901910754,61702.923076923
SAN ANDRES TOTOLTEPEC (PBLO),TLALPAN,19.247231851,-99.172527049,63,0.5394798196188082,180,0.19833038089938798,23,4.581305907974225,43,4.8207428967808506,67,3.585868568441277,266,0.20944310373578037,139,0.180629685882259,5,3.906354383765566,55,6.716043296467963,32,3.399027418128984,5,8.729828393656186,130,0.39803481092604986,8,4.029749307798879,18,0.9358753231926803,365,3.2272741261537488,108,5.3028542000584045,19196.710526316
SAN ANDRES TETEPILCO (PBLO),IZTAPALAPA,19.37166403,-99.131063878,139,0.6662837034319385,413,0.026748228043034488,67,0.947633504555415,6,2.075586300901479,41,1.6243540131825989,753,0.8635591277161188,152,0.7596546192873497,7,1.4837779186140838,28,1.2681289631321395,29,1.8650339220746148,21,2.8988290008440574,447,0.3329962804335269,10,2.311179979319532,27,1.4946150564877203,580,0.9338044225770014,104,0.9195688202448585,20789.0
SAN ANDRES DE LAS SALINAS (PBLO),AZCAPOTZALCO,19.489845361,-99.154230903,98,2.205997833145694,586,1.5388390423780187,24,1.0152511207568868,97,2.684098448696843,8,2.5129607927287596,789,0.6597114253209809,268,0.8161038629438486,77,1.5588559805772773,60,0.7841465504128857,62,3.3697109449883893,12,5.9176235210294195,345,0.9445326292717993,6,5.931897871560131,50,1.9647398915818546,540,0.6534974129419435,106,1.8715040290399698,9535.0
SAN ANDRES (BARR),AZCAPOTZALCO,19.492543617,-99.180125317,134,1.0647779698807807,77,1.0137587498258567,57,3.4149400207766067,32,1.1475239444961849,7,0.615473767904722,847,0.566320396777049,295,0.797642207654137,1,0.672840484521419,22,0.3915175312259417,2,3.0372140134772843,9,5.803215189771908,109,0.3132179090827168,6,6.614843470719076,14,1.6113941492939639,152,0.7067576827106203,42,2.5974852250916474,30668.0
SAN ALVARO,AZCAPOTZALCO,19.461476439,-99.183176594,16,0.7858193362860355,49,0.4437004295711886,48,1.4189468212617906,66,0.9021673086839398,47,1.9891141355613622,177,0.4627907700038653,33,0.5461559112999306,0,2.3466502800756213,2,0.6674932250208824,2,0.4855876974945852,23,3.178618580636288,435,0.6957432811868178,6,3.7820627140115963,15,1.6057782411237222,543,0.611335599260906,42,1.5688226524030153,42978.0
ROMERO RUBIO,VENUSTIANO CARRANZA,19.441565362,-99.097575889,46,0.9849430691007675,296,0.3540308558360107,28,2.480170534543155,42,2.568979649914856,69,1.9689334741657003,235,1.05583325150271,251,0.346010835915604,42,1.7996222564220503,66,1.929272469715066,24,2.9866920414047704,24,0.45033455008786005,155,1.1009781364444722,16,5.102453642380976,34,3.439364533702288,51,0.47945071769378905,90,2.945957314610567,21274.4
ROMERO DE TERREROS (FRACC),COYOACAN,19.341471058,-99.176801654,36,1.0386844251629874,309,0.5583939620085051,32,2.1486646900207655,30,1.8860222762850258,33,0.6402576362910729,190,0.49379889506936897,233,1.4455909961818554,20,1.6820269384321405,75,2.6445793207360317,23,1.6794976584472967,0,1.720134872722086,389,0.6665631707860729,27,0.8639102236396485,36,3.2700241351918713,10,0.6579781522821243,85,0.5277430442207225,31751.285714286
ROMERO DE TERREROS,COYOACAN,19.340563756,-99.170084113,36,0.5936342051524253,309,0.19342033398630532,32,1.6004648564785153,30,1.2190923952908295,61,0.5657053443963997,1211,0.18368053169962026,113,0.9829430691129248,20,1.060261569429962,49,2.001409104045056,23,1.056052490208211,0,2.411380770468949,14,0.250373831351111,27,1.1348425437030913,36,2.5591457621583875,646,0.8936033965148684,53,0.5301036791306661,46337.333333333
ROMA SUR II,CUAUHTEMOC,19.403934665,-99.1616245,77,0.15514259768026334,498,0.6199521856860555,66,0.8224843689628993,68,0.6166653573511435,23,0.7680804471837471,1201,0.3142808742510968,10,0.8027727725583016,47,0.6218571891687255,63,0.9022290459209434,9,1.120915919949967,1,1.047996815143985,159,0.7202495951033406,17,1.323591771264361,26,0.6027273183261318,549,0.17337492070853325,17,1.4242674427609172,52659.743589744
ROMA SUR I,CUAUHTEMOC,19.408926894,-99.161110997,77,0.46135394461159207,498,0.10354155457653187,4,1.2429465831774122,68,0.2693845004893203,1,0.48596303326566753,1073,0.12386632310213166,73,0.4105220441847029,47,0.08878942820047095,63,1.28060389565963,8,1.4594065829200031,1,0.6517465118139684,449,0.792513625343877,17,0.7673598260574745,25,1.0412009073727353,711,0.3662584235525542,17,1.245937746808605,56774.515151515
ROMA NORTE III,CUAUHTEMOC,19.414581345,-99.159909734,75,0.15887547519038572,7,0.23588842716557593,65,0.7594046559201982,68,0.722789564127812,1,0.38291418198102195,175,0.21422076280314262,73,0.23509590307184694,47,0.5915434332990138,63,1.8031794581792533,22,1.4492912620364138,1,0.5901291608026829,77,0.4240294781096149,17,0.12616775004214256,25,0.6571650084487651,683,0.16846692150082856,59,1.3430765845281474,56766.824561404
ROMA NORTE II,CUAUHTEMOC,19.421948186,-99.159134755,15,0.6209307609904807,377,0.2247449083461875,14,0.11345491422185475,68,1.502163163041262,26,0.41083562528894974,1083,0.14433212606352325,317,0.20365699690932548,47,1.4065205267184508,57,2.1544814236138015,22,1.1292696313703436,1,1.2407305581542527,492,0.3083383637997826,62,0.6433226038623829,25,0.8362049770752377,122,0.045475153910753206,18,0.7264910815254885,52226.885245902
ROMA NORTE I,CUAUHTEMOC,19.419086402,-99.169948073,50,0.12829525092656419,449,0.2339036950195443,0,0.31576131519587924,68,1.2876909237362237,26,1.2476746960133192,469,0.12890052549487413,286,0.7062750668287154,47,1.372456686598529,78,2.636700404406795,22,0.5190160725403427,1,1.7472028264635393,331,0.5005275143463453,62,1.1356024146114445,25,0.510103521914378,158,0.20351161815257598,59,0.7533689341097376,59135.666666667
RINCON DE LA BOLSA,ALVARO OBREGON,19.331319047,-99.25315448,43,1.987702553720001,432,1.3969854383694527,73,4.281781075369266,62,1.7219967871334412,82,5.011240713286923,1034,1.6121491366552492,212,0.3588377950872833,6,2.7241151167343105,72,4.224065154732282,37,1.9137510463737786,13,1.3654390379901629,437,0.45576427422348376,77,3.2352957032560616,19,2.397984384410914,666,1.3694488297514535,54,3.3961662079428883,20133.0
REYNOSA TAMAULIPAS,AZCAPOTZALCO,19.493810157,-99.187680615,134,1.0926538804746928,306,0.9372726776528957,57,2.6679628225009933,59,1.3593401522134223,6,0.6620812975045396,488,1.057073077985103,295,1.4653404299452757,1,1.3957898880377293,22,0.4390257505153938,2,3.257498587881289,9,5.333867789662242,169,0.7628793728616666,5,6.190177717661531,14,1.7191694084677636,152,0.9184114942364203,42,2.43806945454404,20312.5
RESIDENCIAL MARIA ISABEL,ALVARO OBREGON,19.334677147,-99.223388584,43,2.3597003406116652,485,0.8948586977569127,78,4.201560492409148,62,1.5979756522810606,78,2.392866284902563,520,0.3864660157287443,60,0.3556014970623341,6,3.951431178037634,76,2.130419840898676,37,1.5623333211265413,13,2.107198022373919,133,0.5898856791754266,13,2.4492414269799183,12,2.8811499526741606,664,0.4195180275293475,54,0.4267802442471624,39115.16
RESIDENCIAL INSURGENTES SUR (U HAB),TLALPAN,19.278940162,-99.172290076,73,1.9350315915106324,128,0.2968765407283093,23,1.6189776530388122,43,1.441397063547871,67,0.6028603013245911,341,0.2843059465337814,204,0.41844234557771737,5,1.2967289169824567,71,3.6076226654150223,4,1.4988946889704793,5,5.884456709061461,433,2.0033462142458833,8,0.877191095843433,59,1.4307199333250746,184,0.2797680783056374,108,1.826525393652105,19348.5
REFORMA SOCIAL,MIGUEL HIDALGO,19.431170466,-99.217299072,1,1.5130844938466546,182,0.13154072233269365,60,0.19123798197263644,53,3.2573968799438315,44,2.291761624703923,1056,0.8983106746434437,150,0.1655039620233245,10,2.169642032565727,13,2.8785044613797455,27,2.1221350199197895,4,1.3169983271733725,31,0.5174513382593389,6,6.193796438481207,55,2.1043823212971677,720,0.5029657048973855,43,0.64929172016669,61547.277777778
REFORMA PENSIL,MIGUEL HIDALGO,19.449290771,-99.193076333,44,1.0826529706869488,347,0.5469065014648843,2,0.7245576634049447,66,1.9069961292527569,44,1.3572610111715522,685,0.18969812146159726,201,0.9782520376438314,10,2.0949859287741677,13,0.8270548902919478,14,2.0807773627948136,23,1.7193955935181073,93,0.8033447907986692,6,3.8865343371699144,55,2.4362585981368907,472,0.5365343804558051,82,1.2593441781757815,65116.0
REFORMA IZTACCIHUATL SUR,IZTACALCO,19.377533756,-99.128671713,139,0.4909758403747143,490,0.6095759720605872,54,1.1730425266528868,6,1.6342552322189647,70,2.167965303934552,1044,0.5475847643941528,368,0.6361874770319984,7,1.8994822034942196,69,0.6683130560967927,29,2.479445204431234,21,3.572518565300747,455,0.3278904704145946,67,2.07422402561767,60,2.0024659374334286,675,0.6978569522358935,104,0.7234490141533122,29557.25
REFORMA IZTACCIHUATL NORTE,IZTACALCO,19.386183655,-99.12947028,108,0.7167124729502947,488,0.3263475849463143,54,0.8174521541803712,6,0.9907652049558828,70,1.5973375110172874,1042,0.3243591186621437,407,0.5317825967679419,59,1.8479607268170135,69,0.38479344687683004,11,2.4988997162174567,1,3.905429202032714,375,0.8054760711837162,67,1.2639248621194925,24,2.2914646130769927,471,0.8466417870852918,81,0.5629551270632338,34442.666666667
REAL DEL MORAL (FRACC),IZTAPALAPA,19.39018947,-99.082342601,84,1.4534380942110732,209,0.9808456734556356,35,2.769989297487109,27,2.119371838720083,17,1.264383272094193,868,0.7588873166635216,189,0.6110671937354732,19,2.121164748605119,54,1.6220233570574512,15,2.0289249390362047,27,3.3419370633872325,381,1.7000825248825566,16,1.149651722966587,3,1.8291445430091247,343,0.7176397625425055,91,2.1388548225425827,21097.0
REACOMODO EL CUERNITO,ALVARO OBREGON,19.382284502,-99.207549392,111,0.7670354205807648,140,0.8580084431801358,10,1.0494851077624268,44,1.309802740847715,63,2.74400004355457,645,0.8867567538495064,240,0.8571744393869953,66,2.8022875147628725,37,1.0238268502422534,21,1.8154507266398379,25,2.743578430229814,316,0.6380973549030502,1,3.9760816135607464,71,3.0875023281542857,689,1.9031743616032002,1,1.0779444223872696,21124.5
RANCHO EL ROSARIO,COYOACAN,19.328248692,-99.143358219,161,1.2685070837463623,89,0.2544885889070782,87,1.7534767726500853,23,1.0195336608165528,54,1.686214786472626,426,0.5040316685474711,144,0.8181790952768181,24,1.8303152624821148,10,1.2906439539067789,20,1.3063005591385415,21,2.6034172557211606,215,0.8582683365791941,11,1.7194317429856592,36,1.1939671494399013,179,0.7671203299577322,110,1.1724441764950075,29180.0
RAMOS MILLAN BRAMADERO I,IZTACALCO,19.39339684,-99.096730574,88,0.7849931312444715,290,0.5923832525305196,51,2.7294031469871447,27,0.5720352692799892,17,0.5117545805636375,445,0.4154549678141789,94,0.9363044857986954,19,0.5973743130149785,53,2.6733874962936075,15,2.3002949008035873,27,4.404741774542231,328,0.6275764388559009,16,0.6350130974141069,4,3.289702080978461,342,0.34673065106954837,91,0.9538037627449366,42903.0
PUEBLO NUEVO ALTO,LA MAGDALENA CONTRERAS,19.30414127,-99.253179226,43,2.257031386252096,104,0.6429042637600562,78,2.670981413499173,2,0.5988786391748033,78,6.7234276810333595,898,1.7833331367600267,415,0.4962233339067116,6,0.6951524580491956,76,6.433247566307314,6,0.6486058469337536,7,1.8612212932108303,134,0.814470806400371,12,3.24563141466611,19,0.8087677516907521,23,3.4565814706272295,54,5.0258639228342386,14621.5
PUEBLA,VENUSTIANO CARRANZA,19.409272359,-99.081377702,120,1.2146353677210562,326,0.2930471954249424,35,0.6935551163052098,38,1.1343455224627506,40,0.792432805505108,1107,0.1809527696226856,276,0.9023679856984727,21,0.7117028162872646,56,1.4827836298338126,25,0.8160525822529474,24,3.710839533266494,367,1.1087072779869451,16,1.8053395165628678,4,2.2967775582710654,71,0.24861880552504578,90,1.504329961505784,8169.833333333
PROVIDENCIA,AZCAPOTZALCO,19.491326872,-99.211326158,34,1.045551779705638,306,1.5773144016586749,57,1.8242971811050588,18,1.3331198580832604,12,2.477555339231527,1028,1.8183528647956344,337,1.5687373950025405,1,3.8895599264784275,20,2.867900559349733,2,4.317596001816159,8,4.172540385451965,460,0.44438769748007473,5,3.719778024640217,16,0.889549173606854,385,1.6228131085087403,42,2.8745050652355864,26120.5
PROGRESO TIZAPAN,ALVARO OBREGON,19.33952657,-99.204183735,82,0.4576962763751964,556,1.0077166278465661,10,4.876411931939905,62,3.5796664681899277,78,0.3191380723101312,1143,0.4833061582335012,0,0.7327502769496921,20,4.546560041281358,76,0.20295933588583043,37,3.471101235491342,0,1.17137647270862,275,0.562993058234626,60,1.0797013515266778,12,3.521338306907129,405,0.7019808824660405,68,1.0328465626442633,38680.19047619
PROGRESO NACIONAL (AMPL),GUSTAVO A. MADERO,19.517337884,-99.15994606,64,0.8222543230470352,550,0.349541289819544,89,0.41011074041816437,79,0.47430691500857525,84,2.067751738010868,1086,0.47082952741477185,250,0.3080959399062992,77,1.558342355692015,58,2.9337899479395633,58,1.8900617451597677,9,5.440918349725132,327,0.8236444152171483,14,6.308185392875723,53,1.1950970843090747,334,0.8432323024158628,113,1.925358189558008,15541.0
PROGRESO DEL SUR,IZTAPALAPA,19.352853709,-99.11194064,42,0.6045437583360908,186,0.3863675021147045,3,1.367144799263782,75,1.0386471374118937,42,2.135723096395663,446,0.22162514247184378,158,0.8817788475902931,51,1.396599465889558,28,1.9068186533145766,47,1.1932806757724659,21,3.808342411652941,501,0.987041445573382,78,3.0298333586306523,56,1.3155521206701548,465,0.5875640632460037,104,2.6326783296546763,27778.0
PROGRESISTA,IZTACALCO,19.395549228,-99.088197517,88,1.2796873546005054,290,1.4638829032688692,35,2.2171093032442624,27,1.431165428017618,17,0.47546816263814623,184,0.2675474876822461,189,1.3175446544206693,19,1.5202820976694815,54,2.360769676645027,25,2.305391826043053,27,4.133684166778184,328,1.4744122209162416,16,0.33749085576504206,4,2.3895235658199625,342,0.656745500667988,91,1.2938469672021304,18574.0
PRO HOGAR II,AZCAPOTZALCO,19.476318307,-99.155711499,61,1.172516285781254,387,0.37991521453001087,24,0.9765196656046213,25,2.7507927640558036,47,2.073668938938197,788,0.3635120638466133,231,0.8884708841701199,0,2.075154671332386,35,0.23113134213664216,19,2.655644204297302,12,4.724238099513082,410,0.49889782749110895,6,4.4205093828516615,50,1.122042466520012,703,1.2897656399038526,86,1.7265949038272292,27166.666666667
PRO HOGAR I,AZCAPOTZALCO,19.475430448,-99.151051081,61,1.5998748149589261,387,0.11852379942300212,24,0.7932790008916148,25,2.2986484628172312,3,2.1124007425648443,792,0.08500219140224798,231,0.5353941287309755,0,2.5729172373372733,35,0.2678800651093031,19,2.586885079225688,12,4.361940127257425,410,0.30300441390384203,6,4.382475383342288,50,0.6236098826271002,703,0.8357744515740521,86,2.162324987528391,25299.666666667
PRIVADA CENTENARIO,ALVARO OBREGON,19.361765022,-99.229534109,30,0.5481169403920887,362,0.2296211308041841,84,1.4760008486681415,44,2.158879373375383,78,3.878564748636127,58,1.4718441184597142,306,0.4222403135537704,105,4.546834690308618,12,0.26409552215971693,37,2.576617746810321,13,2.901839950408061,82,0.5129545728698055,4,3.25342200199408,12,0.2178761218380184,560,1.319975926575407,1,2.585421979803293,35246.0
PRESIDENTES EJIDALES SEGUNDA SECCION,COYOACAN,19.325238494,-99.123464879,96,1.813396287780302,358,1.0418555839239596,12,1.5972123547418544,36,1.2332061253228732,42,1.2781643310915138,26,0.870748030756923,282,0.41862152979848477,52,3.174757608882917,10,1.1272228036415555,20,2.923930371437385,21,3.882779332740836,250,0.11152214692493903,11,2.271265097943068,9,0.6554203109716419,641,0.461966103683726,23,1.9496298514800776,17795.5
PRESIDENTES DE MEXICO,IZTAPALAPA,19.332494833,-99.060933191,81,3.1535505734641287,252,0.2641788410200859,21,0.44856041667693236,69,2.6987415917240147,4,3.6098714958012663,530,0.30647326201557185,279,2.274677160455655,15,0.34621086946537727,5,2.807689727647162,44,3.7765155649640336,27,3.457840033297855,462,1.3919540619288302,79,2.775525816161977,7,2.4954495671724675,107,2.0425123687250952,104,7.973002848390567,8583.0
PRESIDENTES 2DA (AMPL),ALVARO OBREGON,19.375282203,-99.227690616,30,1.5632630370199534,139,1.0143131414186626,84,1.2256181162056772,44,0.9446379596773852,63,4.661937112654409,352,1.089987140963262,393,1.1572190474335748,105,3.932509021720273,12,1.6339987793641808,21,3.8670050982466426,11,3.0453082763528254,82,2.0234357982792646,4,3.514821188259021,12,1.7329113157362694,560,1.8083267008663022,1,2.115817450890054,29167.0
PRESIDENTES 1RA (AMPL),ALVARO OBREGON,19.377806385,-99.22503655,30,1.8048449096320505,139,0.923313893943256,10,0.8905960034613051,44,0.5952502931857306,63,4.266783418979744,895,0.9652636036450184,391,1.106882456242607,105,4.104912351566152,12,1.9295411811195358,21,3.5787417809221145,11,3.3091748883344216,316,2.1756732743453506,4,3.8618439605197885,12,2.062510185640158,560,2.2002429759602804,1,1.9064577361754194,59814.103448276
PREDIO LA ANGOSTURA,ALVARO OBREGON,19.328365411,-99.238219603,43,0.998299995013851,486,1.0066135441247064,78,3.599490839136691,62,1.0499737687616082,78,4.079814598971175,1034,1.0283555389122019,403,1.2420751505264338,6,2.5273195872146297,12,3.7605393355176187,37,1.27220737000332,13,1.2772010066184736,406,0.8249549589553301,13,2.325965061378333,19,2.3117503805004436,672,1.0068613382369096,54,2.0538574173491395,39394.0
PRADOS DEL ROSARIO,AZCAPOTZALCO,19.503418494,-99.208999392,34,0.901834212938319,349,0.8945642734819627,57,0.45893498602387167,18,1.0011812964852367,6,2.6783731093132723,787,1.2699680753329983,337,0.6494921760183183,17,3.696902006657596,22,2.9156909324043236,16,3.798099926669839,8,3.158131241250713,411,1.6227953413767866,5,4.504379479547866,16,2.251102672709843,385,2.31391598518176,89,2.2988357874365684,23014.0
PRADOS DE COYOACAN,COYOACAN,19.320214876,-99.134197377,118,1.2887010352306332,316,0.18782138516027969,12,0.7362101404618664,36,1.2150897992584613,25,1.675569179996167,1018,0.22130623645185096,23,0.25774217301125896,39,2.900128321987861,10,0.1568466026062558,20,2.5248296998943807,21,3.746743002840588,215,0.4539977577938521,11,1.0602769914878758,11,0.27778096568261357,642,0.25275559659494,23,0.696838233487479,32202.5
PRADO COAPA 3A SECCION-POTRERO ACOXPA,TLALPAN,19.291881548,-99.133237537,90,0.4183955375699016,240,0.30384319532866366,15,0.41396351287472205,22,0.818276843775775,5,0.3797434567387921,498,0.24548171115149825,15,0.36919241997307795,14,0.3919041312461375,30,3.0601308331978863,32,3.1011335500271944,21,6.781462454581972,243,0.41859940210441116,11,2.4757207606126808,6,1.2879353346978464,356,0.34596083053328097,37,2.617768677506233,39712.333333333
PRADO COAPA 2A SECCION,TLALPAN,19.298466583,-99.132385517,90,0.494410911986943,236,0.19491874820931576,17,0.27551101827649677,21,0.16477974274392568,22,0.3228747563705363,294,0.14093548088049412,346,0.5328713843007701,14,0.5705822795366893,30,2.4724752232240985,10,3.3909620281660136,21,6.095219310918846,243,0.3320803031822937,11,1.838314761638564,6,1.3764232572611312,360,0.26279738394427576,23,2.165176431390474,37451.833333333
PRADO CHURUBUSCO,COYOACAN,19.354493507,-99.127739666,65,1.0363214100307652,534,0.23994003888546922,1,0.5266755845171329,74,0.2283979370667144,41,1.43566490432875,1232,0.2124374800016812,157,1.588543328332072,52,0.11553332669022302,28,1.779968250587144,47,0.4845351116921487,21,2.1772344440017317,501,0.7222622490759235,78,1.622634512122163,70,0.4977630653229631,696,0.40648912583785485,104,2.2566381163313207,24102.888888889
PORTALES ORIENTE,BENITO JUAREZ,19.365994829,-99.14058463,151,0.28311951632191684,414,0.2573976338005716,8,1.7730196811574208,7,0.9256573248588048,41,0.6834183314692133,269,0.3120462689792309,309,0.1942659853645432,25,0.7885762451464328,69,2.1448484912872465,29,0.6897147129039989,21,1.8276074693035909,450,0.5629935795234979,78,2.315687120679097,27,0.4435169321462388,527,0.40949389779362216,81,2.0476905660997597,37030.851851852
PORTALES IV,BENITO JUAREZ,19.359787257,-99.147167776,87,0.7512014571051824,203,0.2945888387867005,32,1.619841461883817,7,0.40015431814662955,41,0.7324537355007406,814,0.0903810987040361,29,0.779755169912968,9,0.31650176603595986,49,1.7115217285876145,29,0.2908678878365269,21,0.9596550106569852,177,0.2865879035579902,78,1.8046761359893995,63,0.14530743166667467,509,0.35238789240969404,31,1.7689907194011392,44250.5
PORTALES III,BENITO JUAREZ,19.362824028,-99.147747288,152,0.7655644500964153,384,0.2882300660824029,8,1.5362409292575074,7,0.11565680538159395,20,0.6216742648204969,712,0.10711703539202637,309,0.9145401355455466,25,0.050652134279918375,49,2.025644739589443,29,0.2576551997595903,21,1.2920794223796692,177,0.06263065543174844,78,2.1369989846211093,63,0.4451934346454367,509,0.2992585086815023,49,1.788906498875137,37449.979591837
PORTALES II,BENITO JUAREZ,19.367054871,-99.148264997,140,0.863898444235377,384,0.1971986483598041,8,1.105903037113072,7,0.45177547118902334,20,0.7312305952268009,876,0.1291074894119438,309,0.7915606793591873,25,0.43438807991942247,16,2.441400740118903,29,0.6441902725160799,21,1.7616715623815289,177,0.5302299717865748,66,2.068066957480377,67,0.5983463594479969,382,0.4132749923845168,49,1.8534718533112338,39487.375
PORTALES I,BENITO JUAREZ,19.370940797,-99.148968177,140,0.7338446657293921,384,0.6284860625155637,8,0.7387936008176971,67,0.8077037778168538,20,1.020722365332333,675,0.2691983838262235,309,0.9325377348971192,44,0.7275809253647202,16,2.0298049843392274,29,1.0710391495838234,21,2.1952363909499626,488,0.4920933616616565,10,1.689515292488931,62,0.6236188572563077,382,0.5213231011351555,41,1.618573893837185,41278.196969697
POPOTLA II,MIGUEL HIDALGO,19.452766627,-99.178960746,16,0.3004877962191473,223,1.2502788880974025,48,0.5827113242841159,66,0.4750012808813225,47,1.709454255855197,244,1.3469456706153122,33,0.9663899555486792,10,3.0693142843004897,2,1.2732232959374647,2,1.4003322216340655,19,2.3548799031824754,119,1.411804339982134,6,2.7937752782367196,40,1.8544102236757982,392,1.0944964142656919,3,2.147558207527222,32155.133333333
POPOTLA I,MIGUEL HIDALGO,19.456197927,-99.177810132,16,0.3645611576662207,51,1.0316075148195822,48,0.9652906651650128,66,0.13818624266746707,47,1.462283657364724,244,0.9550345319237786,33,0.9301746889341361,0,2.7827034691494226,2,1.2226515167390009,2,1.053565499538613,19,2.7546060547609,435,1.217925412641562,6,2.9690719049121705,39,1.9013165807586696,429,1.1468911473965657,86,1.756308888004215,24871.0
POPO (AMPL),MIGUEL HIDALGO,19.444861842,-99.196943426,162,0.818977955800297,347,0.5542352356176096,38,0.5775169172382421,66,2.495293397374426,44,0.817535606274345,683,0.5323230511404717,258,0.6330761755152141,10,1.569802463166491,13,0.5876200163962987,14,1.55961817109575,4,1.3059124925269774,66,0.9067832197645352,6,4.131205151545284,55,1.8992019908519595,472,0.554649083839512,82,0.6240301440675151,42308.0
POPO,MIGUEL HIDALGO,19.445741167,-99.199616692,162,0.5520088185198713,347,0.8438514432252787,2,0.7805447496043508,66,2.6955686966274506,44,0.9704515219307145,1038,0.32605800763625825,100,0.48443717812384035,10,1.6966789303351681,13,0.8777240299050529,27,1.6848618108121924,4,1.1683074650407215,66,1.1612859521998957,6,4.426302911466361,55,2.007591531180166,345,0.8006646438039458,82,0.6284806974509635,44173.0
PLUTARCO ELIAS CALLES (U HAB),IZTAPALAPA,19.353695367,-99.065102047,42,4.47906329506397,542,0.28450012602669744,22,1.7592889815852604,72,0.8014078248783648,4,1.3003774614846668,1248,0.7765007306144243,425,0.6707170659038657,57,0.2914491491162305,5,0.41195525962276025,15,3.454090016534489,27,1.120401300593607,237,0.9820169666087449,79,1.332445063139744,7,2.820694803448351,120,0.7651837263272744,91,6.399458818775573,19629.666666667
PLAZUELA DEL PEDREGAL,LA MAGDALENA CONTRERAS,19.303368302,-99.232512003,91,1.8638362238953146,173,1.1526958963934344,78,0.784988960466936,9,0.7642761928655094,78,5.187197498857902,640,1.3765306351913082,133,0.5834547171497648,6,1.638428909584895,76,4.906282909356065,5,1.6406373689079652,7,0.38821526313386306,67,1.1807055403956832,12,1.3531490773940085,19,1.8705204366059078,23,1.4617219405559485,54,4.030750875075363,7210.0
PLANETARIO LINDAVISTA,GUSTAVO A. MADERO,19.495332627,-99.141485166,98,1.5139936630530695,302,0.7036426514347153,25,0.28737376913469764,97,1.2600163646222136,79,1.567493568383293,569,0.479895448035,135,1.0133818872331994,77,1.8333656346687643,60,1.373477056289061,62,2.256656116969579,12,6.02979418116815,352,0.3408968531650719,74,6.6349375048585815,48,1.6169921541603978,445,0.8219198686044568,109,0.9569971044115967,40476.0
PIEDAD NARVARTE,BENITO JUAREZ,19.402712069,-99.157343923,77,0.6043682884624234,346,0.1819065406623212,4,0.46517041017464844,4,0.40371494251561907,23,0.5549582230532505,700,0.3081691441736658,10,0.3387387459986023,47,0.8832005706043511,63,0.4858051069426724,9,0.6839213073061321,1,0.9802727726288442,159,0.32413945551421325,17,1.4653934505704063,26,0.8617841030727962,239,0.3005270702679653,25,1.2536633532785137,47285.071428571
PETROLERA,AZCAPOTZALCO,19.486174344,-99.200104231,34,1.2739349252355117,306,0.7151126339270868,57,2.53439807167868,18,1.3640191121536938,6,2.186256636459857,1028,0.7205482811787448,88,1.6555817094983973,0,2.7070375666328546,20,1.576547059707336,2,3.083185374968365,3,4.276672405378211,160,0.5866606910763117,5,4.767161757807556,16,1.476997901227749,145,1.4170028359438043,42,1.7198865559147696,29793.5
PERIODISTA FRANCISCO ZARCO,BENITO JUAREZ,19.382179241,-99.145750079,139,1.4118345625628996,171,0.6700151973067928,54,0.9477606726795921,40,1.0053726392875368,70,0.9644789335898555,594,0.1922477354788774,371,0.5044593274722963,44,1.2047943512298291,16,0.7391772167703153,12,1.2831931489795763,1,3.398915201287213,149,0.5211533915956594,10,0.44671080887781056,62,1.6715303513247484,529,0.2508566190232151,11,1.1753265526833847,35474.714285714
PEON DE LOS BAOS,VENUSTIANO CARRANZA,19.433833126,-99.072084293,120,2.225319950720042,495,2.0532893262610328,53,2.420695921394778,31,2.24964373194167,58,2.005539125164178,1111,0.9585550114788332,357,1.2553733660136681,26,2.3748737938056848,56,2.3476216324531904,24,2.1951253683336684,24,2.3595278061666516,127,1.4178439331734636,16,4.662547251619142,4,4.360287964165511,162,1.9213480306823094,90,1.415529280765039,25180.5
PENSIL SAN JUANICO,MIGUEL HIDALGO,19.451709023,-99.189642838,16,0.974288733277144,223,0.5966050605405521,48,0.8182402034491664,66,1.4713743247616942,44,1.7340391965757993,685,0.36039297374822765,33,0.7437213176708526,10,2.442704839362225,2,0.8294640326077075,2,1.7657939401181733,23,1.984836581259382,93,0.8233421729981936,6,3.6679219909330683,15,2.727048972287415,21,0.7848352464466035,82,1.6934338377201343,29310.0
