Colonia,Alcaldía,lat,lon,hospital_near,hospital_dist(km),pharmacy_near,pharmacy_dist(km),clinic_near,clinic_dist(km),dentist_near,dentist_dist(km),doctors_near,doctors_dist(km),convenience_near,convenience_dist(km),supermarket_near,supermarket_dist(km),butcher_near,butcher_dist(km),marketplace_near,marketplace_dist(km),greengrocer_near,greengrocer_dist(km),mall_near,mall_dist(km),school_near,school_dist(km),university_near,university_dist(km),kindergarten_near,kindergarten_dist(km),bank_near,bank_dist(km),atm_near,atm_dist(km),target
INDEPENDENCIA BATAN NORTE (U HAB),LA MAGDALENA CONTRERAS,19.334891873,-99.20985708,5,0.9520296645224575,521,0.5821354239389399,78,4.634845346732125,62,2.996944512430085,78,1.0438461951805003,1143,1.2151058174113936,30,0.5115313486981747,12,4.838495768137623,76,0.7571762249478078,37,2.9265185823055644,0,1.8309312937978168,133,1.1437587635290314,60,1.3897794564028076,12,3.48316729205271,448,0.8582125299618084,103,1.0588478060621493,24182.0
INDEPENDENCIA,BENITO JUAREZ,19.379743985,-99.147418402,140,1.4023176539425297,174,0.5776023963371463,8,0.9006494799498382,14,1.1479222735661179,70,1.2700029054199027,1220,0.09878770014691764,371,0.752091420078805,44,0.8989645003600775,16,1.040244012760558,12,1.3788051390686142,21,3.173679983822087,131,0.45324696968058914,10,0.6993404819851939,62,1.3492900271715726,529,0.3729557954233494,11,1.3238824543612169,38281.62962963
IGNACIO ZARAGOZA I,VENUSTIANO CARRANZA,19.41415817,-99.095524923,120,1.0994753614796084,371,0.668088187658109,51,0.6947437968776646,38,0.6614200919303167,57,0.7962734261749389,756,0.7073678974636459,44,0.6255025943252278,26,1.059747758097332,56,0.9475104316138884,25,1.172573050656124,24,2.955757655700824,366,0.6354549981299363,16,2.0598518013757454,4,3.8009660308344455,101,0.6911819218575654,91,1.4128695980804638,19172.0
HIPODROMO II,CUAUHTEMOC,19.406351819,-99.173110584,133,0.5302386783438309,503,0.21556916526291744,7,0.7594891974456014,48,0.5551031837514531,75,0.5507907143544438,476,0.0702652599827023,66,0.5693818433606878,47,1.2507657703527126,78,1.391574792144824,22,1.9667133093630833,1,1.933596544157366,459,0.40720455037889536,17,1.7480188083173387,26,1.1671834983189917,536,0.25305258838558947,17,0.5546519599747113,60652.394230769
HIPODROMO CONDESA,CUAUHTEMOC,19.409805122,-99.179078928,106,1.2282870876528837,44,0.48052179308164916,7,0.9949065639499048,35,1.2080466731103612,75,1.2496951215607055,166,0.21030173649136233,66,0.5183329355791763,47,1.8260816015844008,1,1.2836802179696318,22,1.8343740491946328,1,2.4839865834824892,331,0.9171214812454106,17,2.1344055073730557,22,1.643320262340029,550,0.3020145260315323,16,0.4521480892934464,64430.721311475
HERON PROAL,ALVARO OBREGON,19.357894089,-99.229665944,30,0.6958734814624127,362,0.21003040411239246,84,1.815463363075703,62,2.4083186312265723,78,3.6294210545559658,58,1.1157016527890948,306,0.2907684005936391,105,4.8266520715357535,12,0.3862217067284708,37,2.1671833456531595,13,2.52645507377408,82,0.0877853563703975,4,3.344716131557945,12,0.21835869608186817,73,1.0239703035235943,103,2.344407690454912,25136.6
HEROES DE PADIERNA II,TLALPAN,19.28027972,-99.21955605,91,1.889351823906074,422,0.5110047735177332,68,0.606267826637085,57,1.7321766286842502,67,5.565696017600109,893,0.5002313947635028,256,2.0693215285213737,28,1.443115472605758,71,6.159790676010666,3,3.4605786185938157,7,3.258901627621789,303,1.891960906219356,12,3.5456240683924864,10,2.3723704181288077,538,3.1145447038857954,108,4.736152925447635,24624.681818182
HEROES DE CHURUBUSCO,IZTAPALAPA,19.361143454,-99.11845729,65,0.30940403303215896,565,0.35622632929275777,3,0.28377892427407225,76,1.0947746474609583,41,2.283987145829486,297,0.1719980950946563,157,0.45046217623911167,7,0.3256468117782203,28,0.8209867011125025,47,1.0122814538374587,21,3.309872472861218,219,0.2677042379574671,78,2.844747664994814,70,0.7335269498527792,302,0.48634979079710183,104,1.5226327649212226,29355.0
HACIENDAS DE COYOACAN (FRACC),COYOACAN,19.302963168,-99.112720251,96,1.8116681105088361,536,0.2300600889398254,16,2.3357339502327217,37,1.0313852774618855,25,1.653068288628471,1244,0.2600913719572955,202,1.5198602579677507,14,2.0897644885529107,30,1.1374859228944452,44,3.158921369130836,21,6.53009839161228,329,0.7520562083351329,11,3.1478932463440343,6,1.4630022815858001,508,1.340019806103959,23,3.214234739485791,30369.0
HACIENDA SAN JUAN-RINCON DE SAN JUAN-CHIMALI,TLALPAN,19.288847397,-99.142016101,121,1.3576542953172008,167,0.6166154739088019,15,1.1141203808404863,22,1.1143636824402665,37,0.7607635165361345,496,0.21935714081998106,59,1.038509217433562,14,1.3658730816529556,10,3.732326810209374,32,2.231448533378618,21,6.964901013349545,361,0.7687898410536894,0,1.7736374673106088,35,1.7220089119036688,97,0.7723964257831406,75,2.398486389434208,30987.714285714
GUERRERO IV,CUAUHTEMOC,19.440614238,-99.142169085,116,0.4355818307166957,153,0.3300019438465191,9,0.6407909924080932,25,2.5782238621989997,10,1.780665320638907,808,0.20287253294414864,70,0.8002639329200943,23,2.131679635327681,6,0.6748400578038873,26,1.6040000552934905,12,1.4596860166241683,179,0.2387890953725682,6,1.770036012258107,17,1.338412555651159,89,0.234272936083977,28,0.19352999107915014,39392.0
GUERRERO III,CUAUHTEMOC,19.442442798,-99.145114676,116,0.7962725098752321,559,0.3849916218291662,9,0.27970969648579147,25,2.515300468273488,10,1.9887819289224773,1080,0.15093560714246487,70,0.8564555663797555,23,2.4958460165128433,6,0.9265446278397522,19,1.5122289092152124,12,1.75296447260495,122,0.5756873107946122,6,1.5459378799392822,17,1.123687521413093,89,0.36968094515401084,28,0.19960214573849738,24546.0
GUERRERO II,CUAUHTEMOC,19.447461724,-99.13891844,97,0.09166702413345817,87,0.6900613389669564,9,1.042200044201342,25,1.7480339315451265,3,1.5844866444689334,245,0.1248418461687372,97,0.11044615887793137,23,2.5416986906868444,32,0.34968034152396266,19,1.763331408620366,12,1.2320921729365464,120,0.33422737698219285,6,2.3808331981743094,2,0.5929431679778137,531,0.25776826854619234,28,0.89138803364228,27253.8
GUERRERO I,CUAUHTEMOC,19.448491595,-99.142845996,97,0.49432862041546777,87,0.33608926918294246,9,0.7890075853767068,25,1.812059240621347,3,1.5747445934508906,246,0.4053150149751575,96,0.3232111416186981,23,2.852353461781519,32,0.7752430324289054,19,1.3365669868678947,12,1.6537930437052972,120,0.12528742718457056,6,2.105626193791366,17,0.4666041694305628,531,0.6849713561365969,28,0.8400216055700189,32566.0
GUADALUPE TEPEYAC,GUSTAVO A. MADERO,19.467589844,-99.120709452,23,1.904350591847916,33,0.46409486120046456,33,1.0131171387839815,45,1.0325019673231437,76,1.0955863803264687,137,0.2080533673086596,52,0.5643517573445705,56,1.5640396949888073,23,0.9488611681215497,1,0.5471309530139735,12,2.9009532242855047,60,0.497580089176368,6,5.248742571300739,8,1.2574234290641342,79,0.36579330928496345,6,0.4328645759803464,34725.0
GUADALUPE PROLETARIA (AMPL),GUSTAVO A. MADERO,19.521859884,-99.15186263,164,1.1256982567133222,550,0.6486806327314443,89,0.5919920897878872,79,0.5767823545217516,84,1.0978180902159396,1061,0.0877680433910931,436,1.045522810251805,80,0.9586978322958292,58,2.157574783869133,58,0.9049083612273989,9,6.0475609765073415,305,0.343055705383405,74,6.559364676574951,53,0.62052064790106,713,0.9469411825663924,113,0.9935587050980169,23111.0
GUADALUPE PROLETARIA,GUSTAVO A. MADERO,19.521958197,-99.155317031,164,1.4508844469745261,550,0.43343496275827337,89,0.398598792846636,79,0.24179630267277383,84,1.3732355774849827,1255,0.05423849919148513,250,0.9646794353444329,80,1.2656724230314873,58,2.261489442801712,58,1.2253249008452278,9,5.699894144355955,372,0.3697979906574316,14,6.485691132068766,53,0.5461045570138097,713,0.7787074791402995,113,1.3544201095274602,19254.0
GUADALUPE INN,ALVARO OBREGON,19.358491033,-99.187324423,14,1.0412449269723867,525,0.37048787406395145,32,3.2065181054737475,64,1.8902521634265614,65,2.1593787132960207,682,0.3255211966357696,22,0.7461293902320973,20,3.1052087414522087,24,1.9543744140361075,21,2.1756689890192296,25,1.1251572605072016,357,0.5100226067541374,1,1.0614943482190362,67,3.6359556563264555,559,0.43581629039852343,84,0.257442465978969,51035.815789474
GUADALUPE DEL MORAL,IZTAPALAPA,19.369996865,-99.0743534,84,2.83484255598169,209,1.4175558723654176,22,3.7399525855878237,29,0.8127654016528854,4,0.7946790078628865,1236,0.38197720355850917,425,1.5490622585840383,22,1.3349307661553362,18,0.2598544343456478,15,1.7286231714566807,27,0.9455939289170374,87,0.15756612663947456,79,2.048273215224627,3,2.4994057358640935,519,0.7032082358490475,91,4.355536485190311,21831.0
GRANJAS SAN ANTONIO,IZTAPALAPA,19.363003099,-99.106761782,127,0.6297378462077875,194,0.4002686172386439,3,1.514862370181489,75,0.9357623804067883,42,3.38205220549184,444,0.3641884396696467,158,0.5905306251115396,51,1.1621562057427282,28,1.4640587961369527,47,2.0452647354525153,27,3.7562993191115464,219,1.172573540147234,79,3.2967090861536934,60,0.8073934238314636,466,0.6320350033173243,104,2.0891352746999696,23405.5
GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),GUSTAVO A. MADERO,19.476777869,-99.105183543,4,0.9109639659897553,276,0.2751565363701453,29,1.3420070299660327,45,1.0378172170320166,76,2.120969568664149,1278,0.5994610411560862,428,0.5365643330200177,56,0.9950671031705502,29,1.2205487844457306,43,1.019728513402618,24,4.201819625098444,350,0.32660665033890895,74,6.116789561444173,72,1.923688021754037,47,0.5043478901196959,8,1.3975574994423305,25579.0
GRANJAS MEXICO I,IZTACALCO,19.401895339,-99.103920233,41,1.457630745841214,292,0.7873993079538096,64,1.9776936130698761,28,0.7324240558451279,17,1.3466308178886315,91,0.691903642663793,314,0.5780978712536681,19,1.0302851198496121,56,2.5600341023945585,25,2.5687062755133008,24,4.450043684469675,328,0.7252672828116603,16,1.4678321096756837,60,3.9974331885509393,564,0.5620015788164826,91,0.5571055621031182,29231.071428571
GRANJAS COAPA ORIENTE,TLALPAN,19.296409095,-99.10768109,90,2.3875196037273505,520,0.3902004112491352,16,2.7264879106580895,37,1.7369529005860131,5,2.3603832408455054,584,0.29418488967367185,208,1.8233957021640246,14,2.371562830220243,74,1.438430112006681,44,2.805143294170391,21,7.4303596981718325,329,0.35033993299273597,11,3.9316262319371353,6,1.4661097025565608,370,1.8026128612964503,37,3.652761811442056,27879.0
GRANJAS COAPA,TLALPAN,19.294939957,-99.114332378,90,1.6804906396404773,29,0.6845026647678495,16,2.03008598179817,19,1.151602272796426,5,1.64680092338066,584,0.42325983131671796,208,1.1072119824326472,14,1.6605906138209423,30,2.01274852540437,44,3.516634320428142,21,7.195871146149184,52,0.5225578630443904,11,3.4241772954119143,6,0.7539157983063299,370,1.1126957735095144,37,3.1674391539649998,34671.5
GOLONDRINAS 2DA SECCION,ALVARO OBREGON,19.37649913,-99.216745342,30,1.8381328122196976,425,1.407325871706982,10,0.5660526097824633,44,0.3725925649448682,63,3.8008264910605023,895,1.3341473101854666,391,1.3907166152457393,66,3.9160364732738517,12,2.0894063898674045,21,2.712667374863281,25,2.741262905093885,316,1.6165955218425798,1,4.487568676574945,12,2.3117202237909966,201,2.655621536256103,1,1.0413834923881558,28666.666666667
GERTRUDIS SANCHEZ 2A SECCION,GUSTAVO A. MADERO,19.466320621,-99.099642276,4,1.310572008631482,430,0.8682263893492385,29,2.6297458769468607,45,1.8761590791537346,69,2.526444105463645,1277,0.06181097302300649,274,0.7898365126501797,55,0.641128198590336,66,2.0591597559774035,43,0.652607397752147,24,2.9273111490070405,349,0.9280046112440044,6,6.999290209623306,47,3.1486901371068856,597,1.0959217123445135,7,1.8573488097940805,17277.0
GARCIMARRERO NORTE,ALVARO OBREGON,19.368958521,-99.23858579,30,1.7068625389433494,365,1.295602077255188,84,0.31429941851854176,44,2.28112765577101,78,5.120111182644635,350,1.3540269482535523,336,0.5374202902898515,105,3.3052891926233303,72,0.5892842297148785,37,3.2484346573134997,11,2.1366561715911354,428,1.3713140221385285,4,2.2605080172163703,12,1.3608486581294792,560,0.48830051462398977,39,1.8500649654830656,59375.0
GABRIEL RAMOS MILLAN,IZTACALCO,19.392931122,-99.101832331,88,0.974432690080277,291,0.07328909983929464,64,2.78284420861203,26,0.08813940779010877,17,1.0161936613600908,91,0.5521219058985081,94,1.0676812953398873,19,0.06147759774309336,53,2.1815914709730246,15,2.462672316557701,27,4.714129510223026,231,0.26723845964544335,16,1.1508577254170886,60,3.11696717332466,342,0.8309072647488835,91,1.0413881782575032,25105.0
FUERTE DE LORETO - LA ANTENA (U HAB),IZTAPALAPA,19.365118673,-99.029614229,147,3.1111815620273013,175,1.2530999384056571,77,0.9748238897269536,29,4.507200271989033,4,4.5072759230675565,162,1.964230419168109,335,0.41010241014843535,57,4.061993168486246,5,3.8528223568353086,15,6.444208391331164,2,2.3070283689914954,500,1.6348208830352386,76,4.832368318780985,3,4.664443328231886,217,2.0804309286329836,99,4.658752195536572,19792.0
FUENTES Y PEDREGAL DE TEPEPAN,TLALPAN,19.269560997,-99.149009928,17,1.0375995391793538,289,1.6620432552703475,39,2.7603217539524776,20,2.9422460378615347,67,2.117916781684734,909,0.3773355563998038,186,0.679392798330223,14,3.347167697661545,55,4.426195042555773,32,0.706548636016014,5,8.407841428295395,181,2.4023805448746507,8,2.2283957153803047,18,2.875337972544294,336,0.8445794974891189,37,2.310581277858044,23706.454545455
FUENTES DEL PEDREGAL,TLALPAN,19.302809818,-99.220114047,91,2.434505509491378,173,1.0571716590066687,78,1.1022801126894606,57,1.2451106879989546,78,4.531791477448845,633,1.1444894467121387,256,0.5429910623945098,6,2.921872023527406,76,4.276384540526318,5,2.9249521115960073,7,1.640380981244796,67,0.4203591311767909,12,1.0738085142749545,19,3.121558794821726,23,0.8894420701108041,54,3.9298976988268017,43232.032786885
FUENTES BROTANTES MIGUEL HIDALGO (U HAB),TLALPAN,19.281661395,-99.186190022,6,2.722783605938356,85,0.3355619198176456,23,0.5548507811618338,43,1.19021909384741,67,2.0831651379442855,286,0.22632653236283426,328,1.1914313256431266,5,0.2174871530138794,71,3.66834345749775,3,0.3154459454202514,5,4.7109360184348334,126,2.869637202420607,15,2.0034027814523214,57,0.943686854785842,136,1.1710740659084733,108,1.7376552672674832,30000.0
FRANCISCO VILLA,IZTAPALAPA,19.329385835,-99.088366897,81,2.004436283895885,330,0.9298850631097638,22,2.770942791523922,70,2.852037570066641,42,3.7237226541387507,1274,1.1927627693393743,193,0.615785202654108,49,2.445838045369704,30,3.2978298127243053,44,2.7237091463912293,27,4.071538891803733,54,0.8433874741317428,79,2.7383841788532526,7,0.8490161824374128,470,0.928101971041796,23,5.56672159572106,11207.0
FOVISSTE ARAGON (U HAB),GUSTAVO A. MADERO,19.453958077,-99.061093489,46,4.545258843149686,428,1.9813145053899328,53,4.927226275331652,8,1.6928627012906494,0,3.3259038267146104,902,1.413216002517177,344,1.88231447477373,26,4.872837646597505,50,2.3331705890768704,24,4.6994570794457005,20,1.6164769538179742,209,0.37109024960135806,16,7.179061161012452,68,4.155685155558121,577,1.72187483408274,101,2.91123653004581,17308.0
FOVISSSTE SAN PEDRO MARTIR ( U HAB),TLALPAN,19.274088361,-99.161030726,73,0.9798426374312643,129,0.8462830684178229,39,1.9204256025985895,43,2.6135855808799198,67,0.7945473642058876,430,0.22383597241958927,204,1.1301611416976909,5,2.567559529058112,71,4.273748696654255,32,0.6697736585992401,5,7.115871872595872,433,2.1500249383572276,8,1.0501246868000407,59,2.607332532470291,365,0.6597052073279351,108,2.84814564201505,7342.0
FLORIDA,ALVARO OBREGON,19.357296048,-99.179569636,142,0.7327353614324833,525,0.4914582470250071,32,2.3946675263217867,65,2.2336771937904154,61,1.787519066740183,1208,0.4911007856955313,333,1.2197336195827588,20,2.3416077704160334,24,1.5580740843421241,23,2.3451692430844346,25,1.947924195363598,36,0.4726442625226361,1,0.4255663800885999,67,2.87355963836528,280,0.5693157688312873,84,1.0569784776919753,60691.466666667
FLORESTA-PRADO-VERGEL COAPA,TLALPAN,19.303053496,-99.128951413,100,0.6071731137860799,237,0.5914126015388923,17,0.9000271220446242,21,0.4597503937440809,25,0.3726007180598724,506,0.2979042024104941,346,0.8951868737674219,14,1.0353771254126922,30,1.8719324088044367,10,3.546912196706685,21,5.723164476691305,313,0.7508971668289494,11,1.6607387062478678,6,1.4539373505496112,508,0.4306850564064214,23,1.8878089089658394,33018.857142857
FELIPE PESCADOR,CUAUHTEMOC,19.45407504,-99.127156314,20,1.3964798780462906,307,0.4568201775910079,33,0.7307688413875417,25,1.1755262599916476,3,1.3476022683817164,381,0.3501732390444731,223,0.8569761138597307,41,1.40631881933341,23,0.7920414984002357,1,1.8596353128363068,12,1.2905321566275831,470,0.5020721654641406,6,3.8166478708680107,33,0.7478799254306945,88,0.8316804075231987,9,0.8549736641948467,24868.666666667
EXTREMADURA INSURGENTES,BENITO JUAREZ,19.377135936,-99.179920647,13,1.0879857741002112,433,0.484580488644086,61,1.6258399856313301,65,0.26690755190933774,65,0.26744674072310404,1051,0.2663196861023071,326,0.8579473450898046,66,1.2891248544422653,26,0.9091057946742639,30,0.2529300137238162,25,2.74446528135442,23,0.45552708327988434,66,1.4367012033391817,71,1.573580180484611,565,0.2385640121743104,83,1.702040267607345,51295.416666667
EX-HACIENDA EL ROSARIO,AZCAPOTZALCO,19.497363906,-99.209432686,34,0.6209258866214732,349,1.2785226295325534,57,1.133566051229061,18,0.8849124320117825,6,2.673824662526394,787,1.6026002602625953,337,0.9294651744523353,1,3.6708178413000168,22,2.7423204728728026,16,4.298612185502944,8,3.6777844044836323,460,1.0360411718498042,5,4.14285590178801,16,1.5894195095211383,385,1.948997036068134,89,2.581818597477138,16901.0
EX-ESCUELA DE TIRO,GUSTAVO A. MADERO,19.454944126,-99.099164794,23,1.4891849569889086,296,1.2792026766643287,28,2.527944113056578,45,2.7846252632176105,69,1.781283711830744,1277,1.204190356638423,251,1.2013965444239634,42,1.5267339681252816,66,1.4038035158084334,43,1.5678547131844784,24,1.6994973201208727,432,1.0999020638374926,6,6.5472943450789876,33,3.3028414269572095,623,1.4521509660484957,7,2.5351903435540692,4564.0
EX HIPODROMO DE PERALVILLO,CUAUHTEMOC,19.45770778,-99.135468123,38,0.6555768561547923,558,0.9593289287355979,33,0.9495188508367435,25,0.5527365418556682,3,0.4720357203638909,1399,0.30037247003146195,263,0.9692763855681511,41,2.3653851857444237,32,1.2795909897269675,1,1.8229234111933608,12,1.8435632854074606,44,0.6599504535767978,6,3.3649397570197004,33,0.618644051419301,46,0.3916829581944497,9,0.9773070664616988,24080.75
EX HACIENDA SAN JUAN DE DIOS,TLALPAN,19.287994646,-99.131892066,90,0.7375046658462348,240,0.5075226783645193,15,0.8676278221584999,19,0.8469031897240351,5,0.6195439975076824,237,0.24774490106417543,15,0.1950943727865827,14,0.672783425104606,30,3.3244901206901507,32,2.9376471923501115,21,7.23471038084444,243,0.8652700590660789,0,2.800578063490746,6,1.2442980553077598,356,0.7556422212717852,37,2.1641769647880094,35258.0
EX HACIENDA COAPA,COYOACAN,19.309941452,-99.134831684,117,0.5554637699168561,237,0.39321588165918264,12,0.4842060183115947,36,1.1795399990237498,25,0.8169529049283151,497,0.16610071845028512,61,0.3486761807742222,14,1.8613090876549292,10,1.2846127396676743,10,2.802466946563827,21,4.7986226087974675,230,1.0301686484519716,11,0.7094451992858825,11,0.8937082469107432,198,0.39488896056488554,23,0.9058127653853106,30711.0
ESTRELLA,GUSTAVO A. MADERO,19.474734156,-99.116029652,102,1.0984031187382168,35,0.47765224174884363,86,1.0740111112192234,45,0.12309829886393113,76,1.0005823119904478,831,0.13979217302145255,365,0.3436380402467855,56,1.318334419970573,8,0.9157382806513068,1,1.0250722453590206,12,3.808655058913681,295,0.4215515710656567,6,6.146237086205941,47,1.2994800130647621,82,0.4610430427814541,8,0.4648754451079615,25438.0
ESPERANZA,CUAUHTEMOC,19.420816467,-99.128530187,113,0.7502709726764264,341,1.008822615903985,40,1.0349891311123696,41,3.2423829470303054,11,1.5038500889689594,872,0.5540941849050925,57,0.25683821580568567,23,0.7224655767065041,57,1.1342050793663347,26,1.0550094636599825,12,2.414263956494014,379,0.6753921036958767,67,3.1874327065699632,34,1.6398935594183561,464,0.39590770804208036,24,1.4152237594129378,44248.0
ESPARTACO,COYOACAN,19.317867083,-99.135677791,118,1.1413889924259493,316,0.4193982888509632,12,0.5578075472412906,36,1.2386441452429169,25,1.5138368324304114,264,0.3678894095015857,28,0.47158145401005663,39,2.7017876605895434,10,0.4606218889637946,20,2.678641868971275,21,3.9336516082514303,215,0.595958222747935,11,0.7627775806142013,11,0.03645930547680451,178,0.44149002996131365,23,0.44032952903481504,35591.0
ESCUADRON 201,IZTAPALAPA,19.364588774,-99.114255338,127,0.3743932331134439,565,0.2319079670067315,3,0.7944064570171667,75,1.587412901209612,41,2.7706588627311324,444,0.4767840628043843,157,0.41661813430218897,7,0.8150032304742556,28,0.6956817569484717,47,1.5763373178724982,21,3.8591666984204496,219,0.4037964886027501,78,3.4283373566055713,60,0.29334854424533585,304,0.7807329280708228,104,1.3927257077358122,21863.0
ESCANDON II,MIGUEL HIDALGO,19.399571865,-99.177724985,67,0.7212131172373919,5,0.27457375578473686,7,0.15645156417620212,48,1.3145130496268287,75,0.8197693093591677,54,0.315070184855402,114,0.47867456821583987,66,1.2879579268072467,25,0.6593356071906542,30,2.4072745469229835,1,2.6779481925760242,320,0.790156872297703,17,2.6049593985666433,22,0.51263960474564,492,0.5105893634726719,58,1.1259492788131769,36083.115384615
ESCANDON I,MIGUEL HIDALGO,19.403788324,-99.177785081,133,1.0249617575802175,5,0.2138985847300776,7,0.3140276144635859,48,1.096623754210985,75,0.7977068294193518,56,0.10871353266648304,66,0.9098130425090053,66,1.736818501092356,25,1.1275651378459406,22,2.3748151421383628,1,2.488577817368652,459,0.9724109854576602,17,2.3125154269367796,22,0.9770882711285093,328,0.3251200985893849,47,0.8666200484295078,45152.084210526
ERMITA ZARAGOZA (U HAB) II,IZTAPALAPA,19.366774013,-98.996997093,76,1.12955767351985,494,0.39800256267640366,80,3.1317193336677027,58,3.1457737994757515,77,3.807511553065142,593,1.2944255218595144,351,0.8182667381099027,40,4.236022033543041,67,3.6411880088163673,15,9.825758277191145,2,3.1313813362291625,408,1.3173731322164295,75,3.731362376415523,64,4.379063879576783,539,0.950241446361469,99,3.9690220515056764,12471.0
EMILIO CARRANZA,VENUSTIANO CARRANZA,19.449231772,-99.120534831,23,0.8470342310668564,307,0.4222605452888897,28,0.455830950027837,25,2.0374297815465607,69,0.6061922540953811,1048,0.24177959682040603,223,0.2682047171745903,41,0.6218734619128407,66,0.929145529780036,1,2.423180007099108,12,1.1113881932348726,330,0.5031694510755785,6,4.221219966243386,33,1.5813661580839762,623,0.9309666493552751,9,1.5588423913351626,17500.0
EMILIANO ZAPATA,VENUSTIANO CARRANZA,19.408588256,-99.126062384,41,1.0930829645956655,517,1.2014189480393203,64,0.6944916420644676,3,2.4170340736722866,62,1.2725948111149712,592,0.5202911599797908,376,0.9205306970061351,23,2.08161774357812,57,1.724827349332324,26,2.3374029014125837,1,3.0972369490611302,187,0.6201497802451708,67,2.103710006090599,20,2.236369881449562,285,0.045790445096056405,25,2.1756886888535054,23651.0
EL YAQUI,CUAJIMALPA DE MORELOS,19.361017471,-99.283299667,153,2.0457393734812905,584,0.5124114638801113,73,0.4622817915167711,63,1.5647859034025493,82,0.512516860991247,1380,0.4769265500040593,408,0.17465348088286098,43,2.7537105097196606,65,1.7806600250006694,36,2.750387830326038,14,0.6383395136137787,30,0.971944116791078,64,0.6816071634890315,66,0.1699641132160573,247,0.42102751302216185,93,0.47843249783692504,44788.8125
EL VERGEL,IZTAPALAPA,19.316616877,-99.080591935,81,0.499145457623208,564,0.28300527066454834,21,2.950721208351423,70,1.3427369071444455,42,4.9793834625836535,1085,0.5504009333514593,278,0.4526772074731324,48,0.9290956545905978,74,2.6612968248359317,44,1.259298229586311,27,5.159015038250965,369,2.016013452520201,79,3.928858522822029,7,2.197745959163463,571,0.5192514383350612,23,6.200547497517667,11190.0
EL TRIUNFO,IZTAPALAPA,19.377841614,-99.120200703,108,0.633421591754428,490,0.2882933022823019,67,1.0689797958185245,6,2.2791452942186434,70,2.8697382119138353,1045,0.34335214297455585,368,0.48416071222663615,7,1.7818183903317544,53,0.5255835577048622,47,2.7512929918717743,21,4.170723152975383,374,0.5215834717563954,67,2.6073205764858747,60,1.411098989565516,674,0.28963286979340624,104,0.4813379079677523,22044.0
EL TORO,LA MAGDALENA CONTRERAS,19.312157898,-99.246092024,43,1.0967540687857202,105,0.38503574213584885,78,2.458574183739015,2,0.5950281706474203,78,5.606748294010796,898,0.6271401606590914,110,0.33081330020235034,6,0.5497968921921526,76,5.317195001758705,7,0.4231093210954327,7,1.3400698819005543,135,0.3432925817389883,13,2.3620789834926303,19,0.36402701802861664,23,2.63794228679496,54,3.865390503392332,41229.25
EL SIFON,IZTAPALAPA,19.372401098,-99.116096332,127,0.811646038305698,431,0.6688478010124645,67,0.8137966200233562,76,2.308909666123493,41,2.886332989716409,1043,0.6913162619787921,129,0.6725500449224427,7,1.3002814940699619,28,0.5621229248467292,47,2.2574552464079893,21,4.110144345129305,414,0.719772496941823,67,3.3374027123650905,60,0.672272469444517,548,0.6717043301873192,104,0.7250014389537511,18153.333333333
EL ROSEDAL I,COYOACAN,19.340777873,-99.150709335,160,0.5130530979228066,280,0.2409878734297511,87,1.2501285754034754,23,0.7080276036088885,54,0.35631083296964616,19,0.24835907939779533,420,0.4778409644424138,24,0.24204516340584334,49,0.47532299264734984,20,0.4271104961915079,21,1.1897269457528767,12,0.31990640091384454,78,1.2593725632929027,36,0.5655684105458852,290,0.28335568437563247,110,0.44100529741410777,29261.5
EL ROSARIO B (U HAB),AZCAPOTZALCO,19.511916993,-99.20052893,34,1.6691885942087032,349,0.7222527951011462,50,0.6579484086100174,39,0.5797531166884117,6,2.280884350486855,901,1.7993898460095674,337,1.0270720086649368,1,3.2903556000343546,22,2.802317855041769,16,3.9001037768901305,9,3.000842470850583,160,2.4027075723785702,14,4.086804974687532,58,2.9283942019943066,287,3.0599480437889492,89,3.032816423038977,13559.0
EL ROSARIO A (U HAB),AZCAPOTZALCO,19.511100507,-99.207598396,34,1.6069660280361577,349,0.9570507847508587,50,0.12392395544706442,39,0.31483784505657353,30,2.552511270400698,787,1.3932639045908901,379,0.6575442065519107,17,3.1144939717626805,22,3.256426387787589,16,3.326011501345235,8,2.6747449127141265,411,1.788662217913301,14,4.042128234536699,58,2.1936121350829216,287,2.433114414092182,89,2.28987749233674,20000.0
EL RODEO,IZTAPALAPA,19.372135478,-99.112605178,127,0.6280980435867286,416,0.8154547609762653,67,1.129954900431985,75,2.121426475394384,41,3.199154725026801,444,0.8777604628429179,129,0.9698363830368889,7,1.472801059960377,28,0.8267891364595022,15,2.3365381320610674,21,4.399544417571899,507,0.684458469291439,16,3.4689637715419037,60,0.5717983609865359,548,0.981563633499538,104,1.0873490359737443,24060.0
EL RETOO,IZTAPALAPA,19.370987668,-99.125225967,139,1.1004452115114187,431,0.4360268467971916,67,0.38409451179775567,74,1.959619869071901,41,1.998489672976021,1043,0.28545155368720665,368,0.4554195432453917,7,1.0886794067643644,28,0.6666834274763362,47,1.9800842414677953,21,3.262470015826405,447,0.29857819692483517,10,2.830052795287394,60,1.339146055301525,580,0.316839210112414,104,0.4455539862906653,33927.0
